Tree	Node A-upos	Node B-upos	Node C-upos	Node D-upos	Node E-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Root node
ADV <advmod ADP <case DET <det NOUN	ADV	ADP	DET	NOUN		6	238.5781	ABCD	pattern {D [upos=NOUN]; A [upos=ADV]; B [upos=ADP]; C [upos=DET]; D -[advmod]-> A; D -[case]-> B; D -[det]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20D%20-%5Badvmod%5D-%3E%20A%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
(NOUN >case PART) <nmod:poss NOUN	NOUN	PART	NOUN			5	198.8151	ABC	pattern {C [upos=NOUN]; A [upos=NOUN]; B [upos=PART]; C -[nmod:poss]-> A; A -[case]-> B; C >> A; A << B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPART%5D%3B%20C%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20A%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D	3	NOUN
ADP <case NOUN >conj (CCONJ <cc NOUN)	ADP	NOUN	CCONJ	NOUN		5	198.8151	ABCD	pattern {B [upos=NOUN]; A [upos=ADP]; D [upos=NOUN]; C [upos=CCONJ]; B -[case]-> A; B -[conj]-> D; D -[cc]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADP <case DET <det (ADV <advmod ADJ) <amod NOUN	ADP	DET	ADV	ADJ	NOUN	5	198.8151	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=DET]; D [upos=ADJ]; C [upos=ADV]; E -[case]-> A; E -[det]-> B; E -[amod]-> D; D -[advmod]-> C; E >> A; E >> B; E >> D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bdet%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20C%7D	5	NOUN
ADP <case PRON <nmod:poss NOUN <compound NOUN	ADP	PRON	NOUN	NOUN		5	198.8151	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=PRON]; C [upos=NOUN]; D -[case]-> A; D -[nmod:poss]-> B; D -[compound]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DPRON%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
(NOUN <compound NOUN) <compound NOUN	NOUN	NOUN	NOUN			5	198.8151	ABC	pattern {C [upos=NOUN]; B [upos=NOUN]; A [upos=NOUN]; C -[compound]-> B; B -[compound]-> A; C >> B; B >> A}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D	3	NOUN
DET <det VERB <amod NOUN	DET	VERB	NOUN			5	198.8151	ABC	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=VERB]; C -[det]-> A; C -[amod]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DVERB%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
CCONJ <cc DET <det NOUN	CCONJ	DET	NOUN			5	198.8151	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=DET]; C -[cc]-> A; C -[det]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
ADP <case DET <det (NOUN <compound NOUN) <compound NOUN	ADP	DET	NOUN	NOUN	NOUN	5	198.8151	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=DET]; D [upos=NOUN]; C [upos=NOUN]; E -[case]-> A; E -[det]-> B; E -[compound]-> D; D -[compound]-> C; E >> A; E >> B; E >> D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bdet%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20C%7D	5	NOUN
NOUN >punct PUNCT >appos X	NOUN	PUNCT	X			5	198.8151	ABC	pattern {A [upos=NOUN]; B [upos=PUNCT]; C [upos=X]; A -[punct]-> B; A -[appos]-> C; A << B; A << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DX%5D%3B%20A%20-%5Bpunct%5D-%3E%20B%3B%20A%20-%5Bappos%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	NOUN
PRON <nmod:poss NOUN >case PART	PRON	NOUN	PART			5	198.8151	ABC	pattern {B [upos=NOUN]; A [upos=PRON]; C [upos=PART]; B -[nmod:poss]-> A; B -[case]-> C; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20C%20%5Bupos%3DPART%5D%3B%20B%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20B%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	NOUN
NOUN >punct PUNCT >appos NOUN	NOUN	PUNCT	NOUN			5	198.8151	ABC	pattern {A [upos=NOUN]; B [upos=PUNCT]; C [upos=NOUN]; A -[punct]-> B; A -[appos]-> C; A << B; A << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20A%20-%5Bpunct%5D-%3E%20B%3B%20A%20-%5Bappos%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	NOUN
ADJ <amod NOUN >nmod (ADP <case NOUN)	ADJ	NOUN	ADP	NOUN		5	198.8151	ABCD	pattern {B [upos=NOUN]; A [upos=ADJ]; D [upos=NOUN]; C [upos=ADP]; B -[amod]-> A; B -[nmod]-> D; D -[case]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
NUM <nummod NOUN >nmod (ADP <case NOUN)	NUM	NOUN	ADP	NOUN		5	198.8151	ABCD	pattern {B [upos=NOUN]; A [upos=NUM]; D [upos=NOUN]; C [upos=ADP]; B -[nummod]-> A; B -[nmod]-> D; D -[case]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
NUM <nummod PUNCT <punct NOUN	NUM	PUNCT	NOUN			4	159.0520	ABC	pattern {C [upos=NOUN]; A [upos=NUM]; B [upos=PUNCT]; C -[nummod]-> A; C -[punct]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bnummod%5D-%3E%20A%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
DET <det ADJ <amod ADJ <amod NOUN	DET	ADJ	ADJ	NOUN		4	159.0520	ABCD	pattern {D [upos=NOUN]; A [upos=DET]; B [upos=ADJ]; C [upos=ADJ]; D -[det]-> A; D -[amod]-> B; D -[amod]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20-%5Bdet%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADP <case (PROPN >case PART) <nmod:poss NOUN	ADP	PROPN	PART	NOUN		4	159.0520	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=PROPN]; C [upos=PART]; D -[case]-> A; D -[nmod:poss]-> B; B -[case]-> C; D >> A; D >> B; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DPART%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20B%20-%5Bcase%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20B%20%3C%3C%20C%7D	4	NOUN
DET <det NOUN >advmod ADV	DET	NOUN	ADV			4	159.0520	ABC	pattern {B [upos=NOUN]; A [upos=DET]; C [upos=ADV]; B -[det]-> A; B -[advmod]-> C; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	NOUN
DET <det ADJ <amod NOUN >punct PUNCT	DET	ADJ	NOUN	PUNCT		4	159.0520	ABCD	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=ADJ]; D [upos=PUNCT]; C -[det]-> A; C -[amod]-> B; C -[punct]-> D; C >> A; C >> B; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20-%5Bpunct%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%7D	4	NOUN
ADP <case DET <det ADJ <amod ADJ <amod NOUN	ADP	DET	ADJ	ADJ	NOUN	4	159.0520	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=DET]; C [upos=ADJ]; D [upos=ADJ]; E -[case]-> A; E -[det]-> B; E -[amod]-> C; E -[amod]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bdet%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
DET <det NOUN >nmod (ADP <case PRON <nmod:poss NOUN)	DET	NOUN	ADP	PRON	NOUN	4	159.0520	ABCDE	pattern {B [upos=NOUN]; A [upos=DET]; E [upos=NOUN]; C [upos=ADP]; D [upos=PRON]; B -[det]-> A; B -[nmod]-> E; E -[case]-> C; E -[nmod:poss]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DPRON%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bnmod%3Aposs%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
DET <det NOUN >conj (CCONJ <cc NOUN)	DET	NOUN	CCONJ	NOUN		4	159.0520	ABCD	pattern {B [upos=NOUN]; A [upos=DET]; D [upos=NOUN]; C [upos=CCONJ]; B -[det]-> A; B -[conj]-> D; D -[cc]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
NOUN >nmod (ADP <case PROPN)	NOUN	ADP	PROPN			4	159.0520	ABC	pattern {A [upos=NOUN]; C [upos=PROPN]; B [upos=ADP]; A -[nmod]-> C; C -[case]-> B; A << C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D	3	NOUN
CCONJ <cc PRON <nmod:poss NOUN	CCONJ	PRON	NOUN			4	159.0520	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=PRON]; C -[cc]-> A; C -[nmod:poss]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DPRON%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
(PRON <nmod:poss NOUN >case PART) <nmod:poss NOUN	PRON	NOUN	PART	NOUN		4	159.0520	ABCD	pattern {D [upos=NOUN]; B [upos=NOUN]; A [upos=PRON]; C [upos=PART]; D -[nmod:poss]-> B; B -[nmod:poss]-> A; B -[case]-> C; D >> B; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20C%20%5Bupos%3DPART%5D%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20B%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20B%20-%5Bcase%5D-%3E%20C%3B%20D%20%3E%3E%20B%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	4	NOUN
NOUN >conj (CCONJ <cc NOUN)	NOUN	CCONJ	NOUN			4	159.0520	ABC	pattern {A [upos=NOUN]; C [upos=NOUN]; B [upos=CCONJ]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D	3	NOUN
(ADV <advmod ADJ) <amod NOUN	ADV	ADJ	NOUN			4	159.0520	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=ADV]; C -[amod]-> B; B -[advmod]-> A; C >> B; B >> A}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D	3	NOUN
PRON <nmod:poss NOUN >conj (CCONJ <cc NOUN)	PRON	NOUN	CCONJ	NOUN		4	159.0520	ABCD	pattern {B [upos=NOUN]; A [upos=PRON]; D [upos=NOUN]; C [upos=CCONJ]; B -[nmod:poss]-> A; B -[conj]-> D; D -[cc]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20B%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
DET <det (NOUN <compound NOUN) <compound NOUN	DET	NOUN	NOUN	NOUN		4	159.0520	ABCD	pattern {D [upos=NOUN]; A [upos=DET]; C [upos=NOUN]; B [upos=NOUN]; D -[det]-> A; D -[compound]-> C; C -[compound]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Bdet%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
ADJ <amod NOUN <compound NOUN >punct PUNCT	ADJ	NOUN	NOUN	PUNCT		4	159.0520	ABCD	pattern {C [upos=NOUN]; A [upos=ADJ]; B [upos=NOUN]; D [upos=PUNCT]; C -[amod]-> A; C -[compound]-> B; C -[punct]-> D; C >> A; C >> B; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20-%5Bpunct%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%7D	4	NOUN
ADV <advmod DET <det NOUN	ADV	DET	NOUN			3	119.2890	ABC	pattern {C [upos=NOUN]; A [upos=ADV]; B [upos=DET]; C -[advmod]-> A; C -[det]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
(DET <det NOUN >case PART) <nmod:poss NOUN	DET	NOUN	PART	NOUN		3	119.2890	ABCD	pattern {D [upos=NOUN]; B [upos=NOUN]; A [upos=DET]; C [upos=PART]; D -[nmod:poss]-> B; B -[det]-> A; B -[case]-> C; D >> B; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DPART%5D%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bcase%5D-%3E%20C%3B%20D%20%3E%3E%20B%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	4	NOUN
DET <det ADJ <amod NOUN >nmod (ADP <case PROPN)	DET	ADJ	NOUN	ADP	PROPN	3	119.2890	ABCDE	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=ADJ]; E [upos=PROPN]; D [upos=ADP]; C -[det]-> A; C -[amod]-> B; C -[nmod]-> E; E -[case]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DPROPN%5D%3B%20D%20%5Bupos%3DADP%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
NOUN <compound PUNCT <punct NOUN	NOUN	PUNCT	NOUN			3	119.2890	ABC	pattern {C [upos=NOUN]; A [upos=NOUN]; B [upos=PUNCT]; C -[compound]-> A; C -[punct]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bcompound%5D-%3E%20A%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
ADP <case DET <det NOUN >nmod (ADP <case NOUN)	ADP	DET	NOUN	ADP	NOUN	3	119.2890	ABCDE	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=DET]; E [upos=NOUN]; D [upos=ADP]; C -[case]-> A; C -[det]-> B; C -[nmod]-> E; E -[case]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
DET <det NOUN >nmod (ADP <case PROPN)	DET	NOUN	ADP	PROPN		3	119.2890	ABCD	pattern {B [upos=NOUN]; A [upos=DET]; D [upos=PROPN]; C [upos=ADP]; B -[det]-> A; B -[nmod]-> D; D -[case]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
